week,day,hour,level,seat_type,occupancy
1,3,19,5,Windowed.Seats,25
1,3,19,5,X4.man.tables,14
1,3,19,5,X8.man.tables,9
1,3,19,6,Diagonal.Seats,15
1,3,19,6,Cubicle.seats,25
1,3,19,6,Windowed.Seats,24
1,3,19,6Chinese,Diagonal.Seats,8
1,3,19,6Chinese,Cubicle.seats,13
1,3,19,6Chinese,Windowed.Seats,12
1,3,20,3,Discussion.Cubicles,11
1,3,20,3,Soft.seats,7
1,3,20,3,Moveable.seats,5
1,3,20,4,Soft.seats,34
1,3,20,4,Sofa,23
1,3,20,5,Windowed.Seats,18
1,3,20,5,X4.man.tables,10
1,3,20,5,X8.man.tables,6
1,3,20,6,Diagonal.Seats,11
1,3,20,6,Cubicle.seats,18
1,3,20,6,Windowed.Seats,18
1,3,20,6Chinese,Diagonal.Seats,6
1,3,20,6Chinese,Cubicle.seats,9
1,3,20,6Chinese,Windowed.Seats,9
1,3,21,3,Discussion.Cubicles,5
1,3,21,3,Soft.seats,3
1,3,21,3,Moveable.seats,3
1,3,21,4,Soft.seats,16
1,3,21,4,Sofa,10
1,3,21,5,Windowed.Seats,8
1,3,21,5,X4.man.tables,5
1,3,21,5,X8.man.tables,3
1,3,21,6,Diagonal.Seats,5
1,3,21,6,Cubicle.seats,8
1,3,21,6,Windowed.Seats,8
1,3,21,6Chinese,Diagonal.Seats,3
1,3,21,6Chinese,Cubicle.seats,4
1,3,21,6Chinese,Windowed.Seats,4
1,4,9,3,Discussion.Cubicles,2
1,4,9,3,Soft.seats,1
1,4,9,3,Moveable.seats,1
1,4,9,4,Soft.seats,5
1,4,9,4,Sofa,3
1,4,9,5,Windowed.Seats,3
1,4,9,5,X4.man.tables,2
1,4,9,5,X8.man.tables,1
1,4,9,6,Diagonal.Seats,2
1,4,9,6,Cubicle.seats,3
1,4,9,6,Windowed.Seats,3
1,4,9,6Chinese,Diagonal.Seats,1
1,4,9,6Chinese,Cubicle.seats,2
1,4,9,6Chinese,Windowed.Seats,2
1,4,10,3,Discussion.Cubicles,7
1,4,10,3,Soft.seats,4
1,4,10,3,Moveable.seats,3
1,4,10,4,Soft.seats,22
1,4,10,4,Sofa,15
1,4,10,5,Windowed.Seats,12
1,4,10,5,X4.man.tables,7
1,4,10,5,X8.man.tables,4
1,4,10,6,Diagonal.Seats,7
1,4,10,6,Cubicle.seats,12
1,4,10,6,Windowed.Seats,11
1,4,10,6Chinese,Diagonal.Seats,4
1,4,10,6Chinese,Cubicle.seats,6
1,4,10,6Chinese,Windowed.Seats,6
1,4,11,3,Discussion.Cubicles,16
1,4,11,3,Soft.seats,9
1,4,11,3,Moveable.seats,7
1,4,11,4,Soft.seats,81
1,4,11,4,Sofa,32
1,4,11,5,Windowed.Seats,26
1,4,11,5,X4.man.tables,14
1,4,11,5,X8.man.tables,9
1,4,11,6,Diagonal.Seats,16
1,4,11,6,Cubicle.seats,26
1,4,11,6,Windowed.Seats,25
1,4,11,6Chinese,Diagonal.Seats,8
1,4,11,6Chinese,Cubicle.seats,13
1,4,11,6Chinese,Windowed.Seats,13
1,4,12,3,Discussion.Cubicles,19
1,4,12,3,Soft.seats,11
1,4,12,3,Moveable.seats,8
1,4,12,4,Soft.seats,100
1,4,12,4,Sofa,32
1,4,12,5,Windowed.Seats,32
1,4,12,5,X4.man.tables,18
1,4,12,5,X8.man.tables,11
1,4,12,6,Diagonal.Seats,19
1,4,12,6,Cubicle.seats,32
1,4,12,6,Windowed.Seats,31
1,4,12,6Chinese,Diagonal.Seats,10
1,4,12,6Chinese,Cubicle.seats,16
1,4,12,6Chinese,Windowed.Seats,15
1,4,13,3,Discussion.Cubicles,34
1,4,13,3,Soft.seats,20
1,4,13,3,Moveable.seats,15
1,4,13,4,Soft.seats,112
1,4,13,4,Sofa,32
1,4,13,5,Windowed.Seats,48
1,4,13,5,X4.man.tables,26
1,4,13,5,X8.man.tables,17
1,4,13,6,Diagonal.Seats,24
1,4,13,6,Cubicle.seats,39
1,4,13,6,Windowed.Seats,38
1,4,13,6Chinese,Diagonal.Seats,21
1,4,13,6Chinese,Cubicle.seats,22
1,4,13,6Chinese,Windowed.Seats,20
1,4,14,3,Discussion.Cubicles,33
1,4,14,3,Soft.seats,32
1,4,14,3,Moveable.seats,16
1,4,14,4,Soft.seats,148
1,4,14,4,Sofa,32
1,4,14,5,Windowed.Seats,63
1,4,14,5,X4.man.tables,35
1,4,14,5,X8.man.tables,22
1,4,14,6,Diagonal.Seats,45
1,4,14,6,Cubicle.seats,46
1,4,14,6,Windowed.Seats,43
1,4,14,6Chinese,Diagonal.Seats,28
1,4,14,6Chinese,Cubicle.seats,28
1,4,14,6Chinese,Windowed.Seats,26
1,4,15,3,Discussion.Cubicles,39
1,4,15,3,Soft.seats,38
1,4,15,3,Moveable.seats,18
1,4,15,4,Soft.seats,159
1,4,15,4,Sofa,32
1,4,15,5,Windowed.Seats,61
1,4,15,5,X4.man.tables,61
1,4,15,5,X8.man.tables,44
1,4,15,6,Diagonal.Seats,50
1,4,15,6,Cubicle.seats,51
1,4,15,6,Windowed.Seats,47
1,4,15,6Chinese,Diagonal.Seats,35
1,4,15,6Chinese,Cubicle.seats,36
1,4,15,6Chinese,Windowed.Seats,34
1,4,16,3,Discussion.Cubicles,41
1,4,16,3,Soft.seats,40
1,4,16,3,Moveable.seats,19
1,4,16,4,Soft.seats,166
1,4,16,4,Sofa,32
1,4,16,5,Windowed.Seats,64
1,4,16,5,X4.man.tables,64
1,4,16,5,X8.man.tables,46
1,4,16,6,Diagonal.Seats,52
1,4,16,6,Cubicle.seats,53
1,4,16,6,Windowed.Seats,49
1,4,16,6Chinese,Diagonal.Seats,72
1,4,16,6Chinese,Cubicle.seats,52
1,4,16,6Chinese,Windowed.Seats,36
1,4,17,3,Discussion.Cubicles,38
1,4,17,3,Soft.seats,37
1,4,17,3,Moveable.seats,18
1,4,17,4,Soft.seats,170
1,4,17,4,Sofa,32
1,4,17,5,Windowed.Seats,73
1,4,17,5,X4.man.tables,40
1,4,17,5,X8.man.tables,25
1,4,17,6,Diagonal.Seats,52
1,4,17,6,Cubicle.seats,53
1,4,17,6,Windowed.Seats,49
1,4,17,6Chinese,Diagonal.Seats,32
1,4,17,6Chinese,Cubicle.seats,33
1,4,17,6Chinese,Windowed.Seats,30
1,4,18,3,Discussion.Cubicles,35
1,4,18,3,Soft.seats,20
1,4,18,3,Moveable.seats,15
1,4,18,4,Soft.seats,114
1,4,18,4,Sofa,32
1,4,18,5,Windowed.Seats,49
1,4,18,5,X4.man.tables,27
1,4,18,5,X8.man.tables,17
1,4,18,6,Diagonal.Seats,24
1,4,18,6,Cubicle.seats,40
1,4,18,6,Windowed.Seats,39
1,4,18,6Chinese,Diagonal.Seats,21
1,4,18,6Chinese,Cubicle.seats,22
1,4,18,6Chinese,Windowed.Seats,20
1,4,19,3,Discussion.Cubicles,16
1,4,19,3,Soft.seats,10
1,4,19,3,Moveable.seats,7
1,4,19,4,Soft.seats,83
1,4,19,4,Sofa,32
1,4,19,5,Windowed.Seats,26
1,4,19,5,X4.man.tables,15
1,4,19,5,X8.man.tables,9
1,4,19,6,Diagonal.Seats,16
1,4,19,6,Cubicle.seats,26
1,4,19,6,Windowed.Seats,26
1,4,19,6Chinese,Diagonal.Seats,8
1,4,19,6Chinese,Cubicle.seats,13
1,4,19,6Chinese,Windowed.Seats,13
1,4,20,3,Discussion.Cubicles,12
1,4,20,3,Soft.seats,7
1,4,20,3,Moveable.seats,6
1,4,20,4,Soft.seats,39
1,4,20,4,Sofa,26
1,4,20,5,Windowed.Seats,20
1,4,20,5,X4.man.tables,11
1,4,20,5,X8.man.tables,7
1,4,20,6,Diagonal.Seats,12
1,4,20,6,Cubicle.seats,20
1,4,20,6,Windowed.Seats,20
1,4,20,6Chinese,Diagonal.Seats,6
1,4,20,6Chinese,Cubicle.seats,10
1,4,20,6Chinese,Windowed.Seats,10
1,4,21,3,Discussion.Cubicles,6
1,4,21,3,Soft.seats,4
1,4,21,3,Moveable.seats,3
1,4,21,4,Soft.seats,17
1,4,21,4,Sofa,12
1,4,21,5,Windowed.Seats,9
1,4,21,5,X4.man.tables,5
